pid	ppid	pgid	rss	command
39260	1	39260	6064	/System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
39737	1	39737	1888	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
39739	1	39739	1872	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
39741	1	39741	1856	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
39758	1	39758	3136	/usr/libexec/sandboxd
39812	1	39812	1872	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
39862	1	39862	1856	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
40122	1	40122	5216	/System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
40742	1	40742	8992	/System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
40743	1	40743	6624	/System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
40789	1	40789	134624	/Applications/Signal.app/Contents/MacOS/Signal
40790	1	40790	2064	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
40791	1	40791	2064	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
40899	1	40899	31840	/Applications/MouseAssistant.app/Contents/MacOS/MouseAssistant
41018	1	41018	44448	/Applications/MouseAssistant.app/Contents/Resources/MacOS/MouseAssistantUi.app/Contents/MacOS/MouseAssistantUi
41137	41018	41018	40592	/Applications/MouseAssistant.app/Contents/Resources/MacOS/MouseAssistantUi.app/Contents/Frameworks/MouseAssistantUi Helper (GPU).app/Contents/MacOS/MouseAssistantUi Helper (GPU) --type=gpu-process --user-data-dir=/Users/pleasedodisturb/Library/Application Support/elecom_mouse_assistant_ui --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaAcAAAAAAABoBwAAAAAAAHgCAABOAAAAcAIAAAAAAAB4AgAAAAAAAIACAAAAAAAAiAIAAAAAAACQAgAAAAAAAJgCAAAAAAAAoAIAAAAAAACoAgAAAAAAALACAAAAAAAAuAIAAAAAAADAAgAAAAAAAMgCAAAAAAAA0AIAAAAAAADYAgAAAAAAAOACAAAAAAAA6AIAAAAAAADwAgAAAAAAAPgCAAAAAAAAAAMAAAAAAAAIAwAAAAAAABADAAAAAAAAGAMAAAAAAAAgAwAAAAAAACgDAAAAAAAAMAMAAAAAAAA4AwAAAAAAAEADAAAAAAAASAMAAAAAAABQAwAAAAAAAFgDAAAAAAAAYAMAAAAAAABoAwAAAAAAAHADAAAAAAAAeAMAAAAAAACAAwAAAAAAAIgDAAAAAAAAkAMAAAAAAACYAwAAAAAAAKADAAAAAAAAqAMAAAAAAACwAwAAAAAAALgDAAAAAAAAwAMAAAAAAADIAwAAAAAAANADAAAAAAAA2AMAAAAAAADgAwAAAAAAAOgDAAAAAAAA8AMAAAAAAAD4AwAAAAAAAAAEAAAAAAAACAQAAAAAAAAQBAAAAAAAABgEAAAAAAAAIAQAAAAAAAAoBAAAAAAAADAEAAAAAAAAOAQAAAAAAABABAAAAAAAAEgEAAAAAAAAUAQAAAAAAABYBAAAAAAAAGAEAAAAAAAAaAQAAAAAAABwBAAAAAAAAHgEAAAAAAAAgAQAAAAAAACIBAAAAAAAAJAEAAAAAAAAmAQAAAAAAACgBAAAAAAAAKgEAAAAAAAAsAQAAAAAAAC4BAAAAAAAAMAEAAAAAAAAyAQAAAAAAADQBAAAAAAAANgEAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAEAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAAAwAAABAAAAAAAAAAAAAAAAYAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAAAAAAAEAAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAABAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAMAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAAAQAAABAAAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAAAQAAABAAAAAAAAAABAAAAAIAAAAQAAAAAAAAAAQAAAADAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACQAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAAMAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABAAAAA8AAAAQAAAAAAAAAAQAAAAQAAAAEAAAAAAAAAAHAAAAAAAAABAAAAAAAAAABwAAAAEAAAAQAAAAAAAAAAcAAAACAAAAEAAAAAAAAAAHAAAAAwAAABAAAAAAAAAABwAAAAYAAAAQAAAAAAAAAAcAAAAHAAAAEAAAAAAAAAAHAAAACAAAABAAAAAAAAAABwAAAAkAAAAQAAAAAAAAAAcAAAALAAAAEAAAAAAAAAAHAAAADAAAABAAAAAAAAAABwAAAA4AAAAQAAAAAAAAAAcAAAAPAAAAEAAAAAAAAAAHAAAAEAAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAABAAAAEAAAAAAAAAAIAAAAAgAAABAAAAAAAAAACAAAAAMAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACAAAABAAAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAAAQAAABAAAAAAAAAACgAAAAIAAAAQAAAAAAAAAAoAAAADAAAAEAAAAAAAAAAKAAAABgAAABAAAAAAAAAACgAAAAcAAAAQAAAAAAAAAAoAAAAIAAAAEAAAAAAAAAAKAAAACQAAABAAAAAAAAAACgAAAAsAAAAQAAAAAAAAAAoAAAAMAAAAEAAAAAAAAAAKAAAADgAAABAAAAAAAAAACgAAAA8AAAAQAAAAAAAAAAoAAAAQAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,14317259387650650011,7686164930616691726,262144 --disable-features=SpareRendererForSitePerProcess --seatbelt-client=38
41138	41018	41018	18672	/Applications/MouseAssistant.app/Contents/Resources/MacOS/MouseAssistantUi.app/Contents/Frameworks/MouseAssistantUi Helper.app/Contents/MacOS/MouseAssistantUi Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/pleasedodisturb/Library/Application Support/elecom_mouse_assistant_ui --shared-files --field-trial-handle=1718379636,r,14317259387650650011,7686164930616691726,262144 --disable-features=SpareRendererForSitePerProcess --seatbelt-client=38
41167	41018	41018	34864	/Applications/MouseAssistant.app/Contents/Resources/MacOS/MouseAssistantUi.app/Contents/Frameworks/MouseAssistantUi Helper (Renderer).app/Contents/MacOS/MouseAssistantUi Helper (Renderer) --type=renderer --user-data-dir=/Users/pleasedodisturb/Library/Application Support/elecom_mouse_assistant_ui --app-path=/Applications/MouseAssistant.app/Contents/Resources/MacOS/MouseAssistantUi.app/Contents/Resources/app.asar --enable-sandbox --first-renderer-process --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1779090207938807 --launch-time-ticks=627104023350 --shared-files --field-trial-handle=1718379636,r,14317259387650650011,7686164930616691726,262144 --disable-features=SpareRendererForSitePerProcess --seatbelt-client=55
41224	40789	40789	51696	/Applications/Signal.app/Contents/Frameworks/Signal Helper.app/Contents/MacOS/Signal Helper --type=gpu-process --user-data-dir=/Users/pleasedodisturb/Library/Application Support/Signal --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,13647392086802680937,2174009993363137851,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,HardwareMediaKeyHandling,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,903345838674883946,11021417511113283799,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=41
41225	40789	40789	23184	/Applications/Signal.app/Contents/Frameworks/Signal Helper.app/Contents/MacOS/Signal Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/pleasedodisturb/Library/Application Support/Signal --standard-schemes=attachment --cors-schemes=asset,attachment --fetch-schemes=attachment --streaming-schemes=attachment --shared-files --field-trial-handle=1718379636,r,13647392086802680937,2174009993363137851,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,HardwareMediaKeyHandling,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,903345838674883946,11021417511113283799,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=41
41427	40789	40789	229824	/Applications/Signal.app/Contents/Frameworks/Signal Helper (Renderer).app/Contents/MacOS/Signal Helper (Renderer) --type=renderer --user-data-dir=/Users/pleasedodisturb/Library/Application Support/Signal --standard-schemes=attachment --cors-schemes=asset,attachment --fetch-schemes=attachment --streaming-schemes=attachment --app-path=/Applications/Signal.app/Contents/Resources/app.asar --no-sandbox --no-zygote --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1779090208396166 --launch-time-ticks=865681224536 --shared-files --field-trial-handle=1718379636,r,13647392086802680937,2174009993363137851,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,HardwareMediaKeyHandling,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,903345838674883946,11021417511113283799,4 --trace-process-track-uuid=3190708990060038890
41558	1	41251	1584	/opt/homebrew/bin/mosh-server new -c 256 -s -l LANG=en_US.UTF-8 -- /opt/homebrew/bin/tmux new -As main
41666	40789	40789	32352	/Applications/Signal.app/Contents/Frameworks/Signal Helper.app/Contents/MacOS/Signal Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/pleasedodisturb/Library/Application Support/Signal --standard-schemes=attachment --cors-schemes=asset,attachment --fetch-schemes=attachment --streaming-schemes=attachment --shared-files --field-trial-handle=1718379636,r,13647392086802680937,2174009993363137851,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,HardwareMediaKeyHandling,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,903345838674883946,11021417511113283799,4 --trace-process-track-uuid=3190708990997080739 --seatbelt-client=76
41667	40789	40789	31360	/Applications/Signal.app/Contents/Frameworks/Signal Helper.app/Contents/MacOS/Signal Helper --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/pleasedodisturb/Library/Application Support/Signal --standard-schemes=attachment --cors-schemes=asset,attachment --fetch-schemes=attachment --streaming-schemes=attachment --shared-files --field-trial-handle=1718379636,r,13647392086802680937,2174009993363137851,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,HardwareMediaKeyHandling,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,903345838674883946,11021417511113283799,4 --trace-process-track-uuid=3190708991934122588
41869	1	41868	8528	/Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/148.0.7778.179/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/pleasedodisturb/Library/Application Support/Google/Chrome/Crashpad --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=148.0.7778.179 --handshake-fd=120
42318	1	42318	3904	/System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
42335	1	42335	9920	/usr/libexec/triald
42336	1	42336	2624	/System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
42337	1	42337	12880	/System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
42340	1	42340	4528	/usr/libexec/AssetCache/AssetCache
42349	1	42349	5184	/System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
42365	1	42365	6480	/System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
42469	1	42469	3600	/usr/libexec/ASPCarryLog
43214	1	43214	4928	/System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
43260	1	43260	21104	/System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
43479	1	43479	16464	/System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
44029	50759	50550	126608	/Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/148.0.7778.179/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --noerrdialogs --user-data-dir=/Users/pleasedodisturb/.config/browseruse/profiles/default --disable-print-preview --allow-legacy-extension-manifests --disable-extensions-http-throttling --extensions-on-chrome-urls --disable-back-forward-cache --disable-background-timer-throttling --disable-breakpad --disable-speech-api --enable-network-information-downlink-max --remote-debugging-port=51586 --allow-pre-commit-input --disable-blink-features=AutomationControlled --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1779090208189031 --launch-time-ticks=901598435536 --shared-files --metrics-shmem-handle=1752395122,r,454990465555382014,15436426623343647608,2097152 --field-trial-handle=1718379636,r,1675813702933319977,16483340147557822496,262144 --enable-features=NetworkService,NetworkServiceInProcess --disable-features=AcceptCHFrame,AutoExpandDetailsElement,AutofillServerCommunication,AutomationControlled,AvoidUnnecessaryBeforeUnloadCheckSync,BackForwardCache,CalculateNativeWinOcclusion,CertificateTransparencyComponentUpdater,CrashReporting,DestroyProfileOnBrowserClose,DialMediaRouteProvider,ExtensionDisableUnsupportedDeveloper,ExtensionManifestV2Disabled,ExtensionManifestV2Unsupported,GlobalMediaControls,HeavyAdPrivacyMitigations,HttpsUpgrades,ImprovedCookieControls,InfiniteSessionRestore,InterestFeedContentSuggestions,LazyFrameLoading,LensOverlay,MediaRouter,OptimizationHints,OverscrollHistoryNavigation,PaintHolding,PrivacySandboxSettings4,ProcessPerSiteUpToMainFrameThreshold,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,645844200345896981,12936346359655781017,4 --trace-process-track-uuid=3190708996619331833 --log-level=2 --seatbelt-client=97
44053	1	44053	25728	/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
44054	50759	50550	78992	/Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/148.0.7778.179/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --noerrdialogs --user-data-dir=/Users/pleasedodisturb/.config/browseruse/profiles/default --disable-print-preview --allow-legacy-extension-manifests --disable-extensions-http-throttling --extensions-on-chrome-urls --disable-back-forward-cache --disable-background-timer-throttling --disable-breakpad --disable-speech-api --enable-network-information-downlink-max --remote-debugging-port=51586 --allow-pre-commit-input --disable-blink-features=AutomationControlled --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1779090208189031 --launch-time-ticks=901598600149 --shared-files --metrics-shmem-handle=1752395122,r,6544508442475547578,7179174034361659045,2097152 --field-trial-handle=1718379636,r,1675813702933319977,16483340147557822496,262144 --enable-features=NetworkService,NetworkServiceInProcess --disable-features=AcceptCHFrame,AutoExpandDetailsElement,AutofillServerCommunication,AutomationControlled,AvoidUnnecessaryBeforeUnloadCheckSync,BackForwardCache,CalculateNativeWinOcclusion,CertificateTransparencyComponentUpdater,CrashReporting,DestroyProfileOnBrowserClose,DialMediaRouteProvider,ExtensionDisableUnsupportedDeveloper,ExtensionManifestV2Disabled,ExtensionManifestV2Unsupported,GlobalMediaControls,HeavyAdPrivacyMitigations,HttpsUpgrades,ImprovedCookieControls,InfiniteSessionRestore,InterestFeedContentSuggestions,LazyFrameLoading,LensOverlay,MediaRouter,OptimizationHints,OverscrollHistoryNavigation,PaintHolding,PrivacySandboxSettings4,ProcessPerSiteUpToMainFrameThreshold,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,645844200345896981,12936346359655781017,4 --trace-process-track-uuid=3190708997556373682 --log-level=2 --seatbelt-client=97
44097	43927	44097	33408	/opt/homebrew/Cellar/node/26.0.0/bin/node /opt/homebrew/lib/node_modules/chrome-devtools-mcp/build/src/telemetry/watchdog/main.js --parent-pid=43927 --app-version=1.0.1 --os-type=2
44322	1	44322	3920	/System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
44640	1	44640	22912	/System/Library/PrivateFrameworks/CacheDelete.framework/deleted
44787	1	44787	23776	/System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
45284	1	45284	28800	/System/Applications/Preview.app/Contents/MacOS/Preview
45880	1	45880	3344	/System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
45881	1	45881	3104	/usr/libexec/ptpcamerad
46551	1	46551	21984	/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
46587	1	46587	9792	/usr/libexec/promotedcontentd
46711	1	46711	9712	/usr/libexec/adprivacyd
47130	1	47130	2576	/usr/sbin/cfprefsd agent
47264	1	47264	5424	/usr/sbin/WirelessRadioManagerd
47712	1	47712	7984	/usr/libexec/trustd --agent
49062	1	49062	1760	/System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
49150	1	49150	23216	/System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
49402	1	49402	5200	/System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
49433	1	49433	8352	/usr/libexec/keybagd -t 15
49474	1	49474	5584	/System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
49719	1	49719	5328	/System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
49754	1	49754	2720	/usr/sbin/cfprefsd agent
49837	1	49837	28496	/usr/libexec/duetexpertd
49913	1	49913	3568	/usr/libexec/nfcd
50131	1	50131	2336	/System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/XPCServices/PerfPowerTelemetryClientRegistrationService.xpc/Contents/MacOS/PerfPowerTelemetryClientRegistrationService
50380	1	50380	2544	/System/Library/CoreServices/ReportCrash agent
50506	1	50506	3904	/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
50518	1	50518	10912	/System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
50568	1	50568	7856	/usr/libexec/rtcreportingd
50704	1	50704	5200	/System/Library/CoreServices/ScopedBookmarkAgent
50759	1	50550	169856	/Applications/Google Chrome.app/Contents/MacOS/Google Chrome --metrics-recording-only --disable-prompt-on-repost --install-autogenerated-theme=0,0,0 --simulate-outdated-no-au="Tue, 31 Dec 2099 23:59:59 GMT" --disable-speech-synthesis-api --noerrdialogs --disable-search-engine-choice-screen --no-first-run --export-tagged-pdf --hide-crash-restore-bubble --disable-blink-features=AutomationControlled --allow-pre-commit-input --disable-sync --disable-popup-blocking --disable-focus-on-load --disable-ipc-flooding-protection --no-service-autorun --disable-window-activation --unsafely-disable-devtools-self-xss-warnings --disable-datasaver-prompt --disable-background-timer-throttling --disable-backgrounding-occluded-windows --log-level=2 --disable-field-trial-config --disable-dev-shm-usage --disable-extensions-http-throttling --enable-network-information-downlink-max --generate-pdf-document-outline --disable-default-apps --safebrowsing-disable-auto-update --ash-no-nudges --disable-external-intent-requests --disable-speech-api --disable-breakpad --disable-back-forward-cache --silent-debugger-extension-api --disable-infobars --enable-features=NetworkService,NetworkServiceInProcess --disable-print-preview --disable-hang-monitor --extensions-on-chrome-urls --disable-renderer-backgrounding --disable-desktop-notifications --no-pings --suppress-message-center-popups --disable-domain-reliability --no-default-browser-check --allow-legacy-extension-manifests --disable-client-side-phishing-detection --disable-background-networking --disable-component-update --user-data-dir=/Users/pleasedodisturb/.config/browseruse/profiles/default --profile-directory=Default --window-size=2560,1440 --window-position=0,0 --enable-extensions --disable-extensions-file-access-check --enable-extension-activity-logging --load-extension=/Users/pleasedodisturb/.config/browseruse/extensions/ddkjiahejlhfcafbddmgiahcphecmpfh,/Users/pleasedodisturb/.config/browseruse/extensions/edibdbjcniadpccecjdfdjjppcpchdlm,/Users/pleasedodisturb/.config/browseruse/extensions/gidlfommnbibbmegmgajdbikelkdcmcl --disable-features=AcceptCHFrame,AutoExpandDetailsElement,AvoidUnnecessaryBeforeUnloadCheckSync,CertificateTransparencyComponentUpdater,DestroyProfileOnBrowserClose,DialMediaRouteProvider,ExtensionManifestV2Disabled,GlobalMediaControls,HttpsUpgrades,ImprovedCookieControls,LazyFrameLoading,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutomationControlled,BackForwardCache,OptimizationHints,ProcessPerSiteUpToMainFrameThreshold,InterestFeedContentSuggestions,CalculateNativeWinOcclusion,HeavyAdPrivacyMitigations,PrivacySandboxSettings4,AutofillServerCommunication,CrashReporting,OverscrollHistoryNavigation,InfiniteSessionRestore,ExtensionDisableUnsupportedDeveloper,ExtensionManifestV2Unsupported --remote-debugging-port=51586
50804	50759	50550	89840	/Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/148.0.7778.179/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=gpu-process --disable-breakpad --noerrdialogs --user-data-dir=/Users/pleasedodisturb/.config/browseruse/profiles/default --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,1253842459189369262,4206793531573186737,262144 --field-trial-handle=1718379636,r,1675813702933319977,16483340147557822496,262144 --enable-features=NetworkService,NetworkServiceInProcess --disable-features=AcceptCHFrame,AutoExpandDetailsElement,AutofillServerCommunication,AutomationControlled,AvoidUnnecessaryBeforeUnloadCheckSync,BackForwardCache,CalculateNativeWinOcclusion,CertificateTransparencyComponentUpdater,CrashReporting,DestroyProfileOnBrowserClose,DialMediaRouteProvider,ExtensionDisableUnsupportedDeveloper,ExtensionManifestV2Disabled,ExtensionManifestV2Unsupported,GlobalMediaControls,HeavyAdPrivacyMitigations,HttpsUpgrades,ImprovedCookieControls,InfiniteSessionRestore,InterestFeedContentSuggestions,LazyFrameLoading,LensOverlay,MediaRouter,OptimizationHints,OverscrollHistoryNavigation,PaintHolding,PrivacySandboxSettings4,ProcessPerSiteUpToMainFrameThreshold,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,645844200345896981,12936346359655781017,4 --trace-process-track-uuid=3190708988185955192 --log-level=2 --seatbelt-client=28
